"Date","Price","Open","High","Low","Vol.","Change %"
"01/08/2019","1,281.64","1,288.92","1,294.76","1,277.82","4.66B","-0.46%"
"01/07/2019","1,287.56","1,294.57","1,303.20","1,287.56","5.89B","0.36%"
"01/04/2019","1,282.95","1,266.01","1,282.95","1,263.29","5.62B","1.12%"
"01/03/2019","1,268.68","1,256.78","1,268.68","1,256.78","3.73B","0.84%"
"01/02/2019","1,258.13","1,259.08","1,262.38","1,254.22","2.80B","0.00%"
"12/28/2018","1,258.17","1,264.93","1,268.72","1,258.17","3.62B","-0.33%"
"12/27/2018","1,262.33","1,261.94","1,266.62","1,256.72","3.59B","1.02%"
"12/26/2018","1,249.63","1,249.99","1,255.07","1,241.85","2.68B","-0.82%"
"12/21/2018","1,259.95","1,249.84","1,261.85","1,247.95","3.42B","0.16%"
"12/20/2018","1,257.94","1,256.78","1,260.32","1,248.82","3.03B","-0.57%"
"12/19/2018","1,265.18","1,239.08","1,265.19","1,239.07","4.40B","1.98%"
"12/18/2018","1,240.58","1,232.85","1,240.58","1,221.88","2.85B","-0.10%"
"12/17/2018","1,241.77","1,259.84","1,262.60","1,241.77","3.50B","-1.56%"
"12/14/2018","1,261.51","1,263.90","1,265.11","1,259.01","3.19B","-0.17%"
"12/13/2018","1,263.67","1,253.96","1,266.22","1,253.31","4.85B","1.33%"
"12/12/2018","1,247.14","1,243.58","1,248.32","1,239.69","4.78B","0.75%"
"12/11/2018","1,237.88","1,242.23","1,245.15","1,236.07","3.69B","-0.70%"
"12/10/2018","1,246.55","1,244.43","1,248.74","1,238.39","2.96B","-0.33%"
"12/07/2018","1,250.70","1,246.66","1,255.33","1,244.69","3.84B","0.18%"
"12/06/2018","1,248.42","1,242.27","1,251.57","1,239.86","3.79B","-0.33%"
"12/05/2018","1,252.53","1,242.78","1,252.53","1,234.90","3.91B","-0.41%"
"12/04/2018","1,257.65","1,248.65","1,257.65","1,247.86","3.86B","0.73%"
"12/03/2018","1,248.57","1,250.22","1,259.53","1,244.62","6.03B","1.22%"
"11/30/2018","1,233.54","1,245.70","1,248.84","1,233.54","7.21B","-1.03%"
"11/29/2018","1,246.38","1,227.16","1,246.38","1,226.87","4.51B","2.45%"
"11/28/2018","1,216.53","1,227.29","1,227.68","1,216.53","4.75B","-0.57%"
"11/27/2018","1,223.52","1,220.41","1,228.50","1,218.04","4.30B","-0.19%"
"11/26/2018","1,225.90","1,219.39","1,226.34","1,218.45","4.29B","0.35%"
"11/23/2018","1,221.67","1,219.97","1,224.53","1,213.20","3.28B","0.30%"
"11/22/2018","1,218.03","1,202.53","1,219.66","1,202.53","4.56B","1.03%"
"11/21/2018","1,205.59","1,202.83","1,214.01","1,194.12","4.00B","-1.17%"
"11/19/2018","1,219.82","1,226.74","1,227.98","1,212.17","3.33B","-0.21%"
"11/16/2018","1,222.43","1,212.07","1,233.95","1,209.71","3.75B","1.29%"
"11/15/2018","1,206.86","1,190.14","1,208.51","1,188.67","3.74B","2.03%"
"11/14/2018","1,182.90","1,182.20","1,193.84","1,180.30","5.03B","0.58%"
"11/13/2018","1,176.13","1,156.28","1,180.47","1,154.03","3.11B","1.19%"
"11/12/2018","1,162.33","1,186.89","1,190.26","1,162.33","3.25B","-2.26%"
"11/09/2018","1,189.15","1,205.97","1,206.45","1,186.20","4.19B","-2.32%"
"11/08/2018","1,217.44","1,217.29","1,223.25","1,210.50","4.70B","0.73%"
"11/07/2018","1,208.57","1,209.04","1,210.23","1,195.73","4.10B","0.37%"
"11/06/2018","1,204.12","1,209.33","1,212.94","1,198.24","3.01B","0.05%"
"11/05/2018","1,203.49","1,197.23","1,203.49","1,194.58","2.73B","0.27%"
"11/02/2018","1,200.20","1,190.75","1,200.20","1,178.56","4.24B","1.64%"
"11/01/2018","1,180.78","1,184.38","1,191.38","1,175.47","3.20B","0.23%"
"10/31/2018","1,178.04","1,175.10","1,178.04","1,162.58","3.64B","0.91%"
"10/30/2018","1,167.47","1,157.67","1,167.64","1,152.64","3.64B","0.86%"
"10/29/2018","1,157.56","1,166.23","1,171.84","1,155.29","2.93B","-0.65%"
"10/26/2018","1,165.15","1,159.71","1,166.85","1,154.59","2.75B","0.62%"
"10/25/2018","1,157.96","1,124.43","1,157.96","1,123.32","2.76B","1.06%"
"10/24/2018","1,145.80","1,168.98","1,172.98","1,145.80","4.66B","-2.03%"
"10/23/2018","1,169.56","1,177.93","1,179.69","1,168.32","3.39B","-0.75%"
"10/22/2018","1,178.40","1,177.91","1,184.22","1,175.45","4.56B","0.14%"
"10/19/2018","1,176.80","1,170.88","1,182.78","1,167.72","3.75B","-0.30%"
"10/18/2018","1,180.32","1,182.46","1,184.48","1,171.14","3.29B","-0.60%"
"10/17/2018","1,187.43","1,181.32","1,187.43","1,175.40","3.54B","1.26%"
"10/16/2018","1,172.60","1,155.29","1,172.60","1,150.45","3.34B","1.75%"
"10/15/2018","1,152.41","1,166.80","1,173.56","1,152.41","3.44B","-0.54%"
"10/12/2018","1,158.68","1,153.01","1,167.79","1,153.01","3.17B","0.95%"
"10/11/2018","1,147.72","1,152.11","1,156.56","1,136.27","5.75B","-2.36%"
"10/10/2018","1,175.41","1,176.96","1,179.92","1,170.62","3.62B","0.29%"
"10/09/2018","1,171.99","1,167.01","1,171.99","1,161.62","2.89B","0.68%"
"10/08/2018","1,164.10","1,156.31","1,173.14","1,156.23","3.97B","0.60%"
"10/05/2018","1,157.18","1,159.60","1,164.42","1,151.27","4.12B","-0.62%"
"10/04/2018","1,164.44","1,186.22","1,186.22","1,161.72","6.29B","-2.28%"
"10/03/2018","1,191.63","1,193.06","1,204.17","1,189.20","3.76B","-0.14%"
"10/02/2018","1,193.36","1,210.69","1,213.19","1,190.45","4.97B","-1.37%"
"10/01/2018","1,209.98","1,209.51","1,220.29","1,209.51","3.26B","-0.53%"
"09/28/2018","1,216.39","1,206.08","1,216.39","1,206.08","3.80B","0.89%"
"09/27/2018","1,205.70","1,191.23","1,206.40","1,190.99","3.38B","1.17%"
"09/26/2018","1,191.72","1,192.56","1,202.48","1,191.72","3.66B","-0.13%"
"09/25/2018","1,193.30","1,193.75","1,198.56","1,187.58","3.27B","-0.20%"
"09/24/2018","1,195.64","1,215.00","1,215.00","1,194.65","4.20B","-1.58%"
"09/21/2018","1,214.78","1,215.03","1,219.07","1,208.47","5.23B","0.54%"
"09/20/2018","1,208.27","1,198.43","1,210.33","1,198.19","3.32B","1.39%"
"09/19/2018","1,191.76","1,183.58","1,194.51","1,183.58","2.83B","1.24%"
"09/18/2018","1,177.15","1,177.62","1,184.40","1,168.91","2.40B","-0.17%"
"09/17/2018","1,179.11","1,200.35","1,201.02","1,176.28","2.43B","-2.27%"
"09/14/2018","1,206.47","1,192.63","1,206.47","1,191.15","2.23B","1.45%"
"09/13/2018","1,189.22","1,183.34","1,189.94","1,183.33","3.23B","1.34%"
"09/12/2018","1,173.52","1,186.28","1,193.63","1,173.52","3.37B","-0.89%"
"09/10/2018","1,184.08","1,185.30","1,186.52","1,169.66","2.11B","-0.46%"
"09/07/2018","1,189.61","1,171.55","1,189.61","1,167.97","2.89B","1.65%"
"09/06/2018","1,170.29","1,142.48","1,175.41","1,142.19","3.34B","1.92%"
"09/05/2018","1,148.25","1,190.32","1,190.32","1,134.40","4.33B","-4.32%"
"09/04/2018","1,200.11","1,215.45","1,216.40","1,196.44","2.81B","-1.11%"
"09/03/2018","1,213.53","1,228.50","1,228.56","1,210.42","2.06B","-1.07%"
"08/31/2018","1,226.64","1,218.53","1,226.64","1,207.46","3.58B","-0.08%"
"08/30/2018","1,227.64","1,242.56","1,244.90","1,226.18","3.43B","-0.98%"
"08/29/2018","1,239.85","1,229.13","1,240.04","1,224.17","3.86B","0.50%"
"08/28/2018","1,233.70","1,234.49","1,239.85","1,229.58","2.95B","0.30%"
"08/27/2018","1,229.96","1,223.38","1,229.96","1,223.35","3.38B","1.09%"
"08/24/2018","1,216.68","1,219.98","1,225.38","1,213.03","2.83B","-0.44%"
"08/23/2018","1,222.01","1,214.39","1,222.89","1,209.31","2.90B","1.02%"
"08/21/2018","1,209.62","1,198.75","1,212.75","1,198.75","3.24B","1.07%"
"08/20/2018","1,196.84","1,183.59","1,204.66","1,182.81","3.19B","2.27%"
"08/16/2018","1,170.26","1,171.72","1,177.71","1,159.89","2.61B","-0.77%"
"08/15/2018","1,179.36","1,171.24","1,180.74","1,148.29","3.96B","0.98%"
"08/14/2018","1,167.88","1,190.66","1,200.27","1,162.39","3.45B","-2.14%"
"08/13/2018","1,193.48","1,230.87","1,232.23","1,193.48","3.53B","-4.03%"
"08/10/2018","1,243.65","1,246.27","1,250.95","1,239.45","2.97B","0.21%"
"08/09/2018","1,241.03","1,244.02","1,249.06","1,236.90","3.23B","-0.46%"
"08/08/2018","1,246.71","1,252.89","1,254.12","1,245.12","4.12B","-0.08%"
"08/07/2018","1,247.65","1,250.19","1,253.17","1,244.44","3.28B","-0.23%"
"08/06/2018","1,250.49","1,231.73","1,251.63","1,231.68","4.05B","1.92%"
"08/03/2018","1,226.89","1,227.51","1,229.01","1,222.53","2.81B","0.02%"
"08/02/2018","1,226.69","1,234.62","1,238.00","1,226.69","4.08B","-0.51%"
"08/01/2018","1,232.97","1,213.02","1,232.97","1,210.07","3.79B","2.02%"
"07/31/2018","1,208.61","1,229.83","1,229.85","1,202.65","5.07B","-2.05%"
"07/30/2018","1,233.92","1,227.43","1,233.92","1,224.80","4.34B","0.73%"
"07/27/2018","1,224.99","1,214.77","1,225.63","1,213.66","3.89B","0.87%"
"07/26/2018","1,214.44","1,214.94","1,218.75","1,210.36","4.85B","0.31%"
"07/25/2018","1,210.65","1,214.51","1,216.07","1,209.04","4.92B","-0.11%"
"07/24/2018","1,211.98","1,212.85","1,215.89","1,210.03","3.84B","0.35%"
"07/23/2018","1,207.78","1,198.47","1,210.10","1,198.03","3.01B","1.09%"
"07/20/2018","1,194.74","1,190.91","1,197.18","1,187.74","3.60B","0.25%"
"07/19/2018","1,191.80","1,199.90","1,205.49","1,190.44","3.26B","-0.42%"
"07/18/2018","1,196.83","1,189.94","1,199.15","1,189.15","3.68B","0.75%"
"07/17/2018","1,187.93","1,192.17","1,192.87","1,183.19","2.86B","-0.88%"
"07/16/2018","1,198.53","1,206.72","1,210.05","1,184.42","2.04B","-0.73%"
"07/13/2018","1,207.31","1,198.54","1,211.44","1,198.54","3.43B","0.75%"
"07/12/2018","1,198.38","1,191.27","1,204.58","1,191.09","2.52B","0.13%"
"07/11/2018","1,196.80","1,184.77","1,198.71","1,178.57","3.17B","0.12%"
"07/10/2018","1,195.32","1,188.15","1,199.49","1,183.48","2.97B","1.34%"
"07/09/2018","1,179.55","1,159.16","1,182.50","1,157.69","2.83B","2.36%"
"07/06/2018","1,152.38","1,162.56","1,164.77","1,152.38","2.81B","-1.02%"
"07/05/2018","1,164.25","1,163.21","1,165.48","1,151.03","2.91B","-0.04%"
"07/04/2018","1,164.77","1,140.24","1,168.24","1,121.49","3.16B","2.31%"
"07/03/2018","1,138.44","1,161.24","1,165.41","1,136.87","2.82B","-2.18%"
"07/02/2018","1,163.80","1,182.37","1,184.06","1,163.80","3.05B","-0.91%"
"06/29/2018","1,174.43","1,146.92","1,174.43","1,146.17","4.03B","2.99%"
"06/28/2018","1,140.32","1,168.58","1,170.59","1,139.59","3.33B","-2.33%"
"06/27/2018","1,167.48","1,179.16","1,183.93","1,167.48","3.00B","-0.83%"
"06/26/2018","1,177.28","1,179.14","1,191.08","1,176.65","3.94B","-0.79%"
"06/25/2018","1,186.60","1,184.49","1,196.42","1,171.85","3.53B","0.84%"
"06/22/2018","1,176.76","1,176.52","1,181.17","1,166.36","3.88B","-0.03%"
"06/21/2018","1,177.10","1,197.83","1,205.32","1,175.84","3.02B","-1.60%"
"06/20/2018","1,196.20","1,211.52","1,212.76","1,184.03","3.64B","-2.40%"
"06/08/2018","1,225.58","1,249.83","1,252.62","1,223.63","3.45B","-2.44%"
"06/07/2018","1,256.17","1,254.21","1,259.34","1,251.10","3.68B","0.62%"
"06/06/2018","1,248.45","1,252.54","1,254.77","1,247.29","4.11B","-0.43%"
"06/05/2018","1,253.86","1,240.52","1,253.86","1,238.21","4.38B","1.44%"
"06/04/2018","1,236.03","1,233.66","1,240.88","1,232.69","4.25B","0.65%"
"05/31/2018","1,228.09","1,244.33","1,248.64","1,218.79","6.42B","-0.74%"
"05/30/2018","1,237.23","1,243.64","1,259.84","1,235.24","3.82B","-1.18%"
"05/28/2018","1,252.02","1,229.99","1,256.29","1,229.28","3.60B","1.88%"
"05/25/2018","1,228.94","1,224.54","1,235.28","1,221.62","3.36B","0.60%"
"05/24/2018","1,221.59","1,194.38","1,223.92","1,194.30","4.18B","3.25%"
"05/23/2018","1,183.11","1,173.72","1,196.65","1,173.57","3.36B","1.11%"
"05/22/2018","1,170.12","1,175.16","1,186.06","1,170.12","3.43B","0.35%"
"05/21/2018","1,166.02","1,177.64","1,179.51","1,162.19","3.42B","-1.08%"
"05/18/2018","1,178.75","1,191.14","1,194.05","1,178.75","2.91B","-0.70%"
"05/17/2018","1,187.05","1,199.50","1,209.84","1,187.05","3.62B","-0.74%"
"05/16/2018","1,195.87","1,180.09","1,195.87","1,169.18","3.54B","0.02%"
"05/15/2018","1,195.58","1,220.13","1,223.29","1,194.61","3.55B","-2.47%"
"05/14/2018","1,225.83","1,220.84","1,225.83","1,201.61","3.17B","-0.11%"
"05/11/2018","1,227.15","1,220.28","1,244.83","1,219.76","3.98B","0.90%"
"05/09/2018","1,216.18","1,169.51","1,219.56","1,166.12","3.92B","3.03%"
"05/08/2018","1,180.45","1,201.57","1,201.98","1,173.22","3.14B","-2.25%"
"05/07/2018","1,207.59","1,190.67","1,207.60","1,187.88","2.91B","1.94%"
"05/04/2018","1,184.58","1,199.10","1,200.66","1,178.39","2.78B","-1.42%"
"05/03/2018","1,201.64","1,233.37","1,234.99","1,201.64","3.60B","-3.04%"
"05/02/2018","1,239.31","1,234.47","1,239.31","1,227.52","3.61B","0.50%"
"04/30/2018","1,233.18","1,221.07","1,238.21","1,220.15","3.07B","1.39%"
"04/27/2018","1,216.26","1,229.02","1,236.03","1,207.24","3.03B","0.27%"
"04/26/2018","1,212.94","1,254.02","1,256.16","1,210.14","4.20B","-3.27%"
"04/25/2018","1,253.88","1,289.03","1,289.10","1,251.73","2.86B","-2.93%"
"04/24/2018","1,291.68","1,313.76","1,314.53","1,290.79","2.72B","-1.57%"
"04/23/2018","1,312.26","1,319.51","1,320.99","1,310.02","2.86B","-0.73%"
"04/20/2018","1,321.94","1,327.48","1,328.26","1,315.60","3.46B","-0.42%"
"04/19/2018","1,327.46","1,320.11","1,327.46","1,318.40","4.36B","0.58%"
"04/18/2018","1,319.78","1,315.91","1,319.78","1,314.24","3.58B","0.65%"
"04/17/2018","1,311.28","1,313.68","1,316.55","1,305.43","4.24B","-0.10%"
"04/16/2018","1,312.57","1,309.85","1,316.24","1,304.83","2.08B","0.40%"
"04/13/2018","1,307.34","1,322.59","1,325.16","1,307.34","2.31B","-0.91%"
"04/12/2018","1,319.32","1,330.32","1,331.28","1,314.04","2.52B","-1.02%"
"04/11/2018","1,332.98","1,331.18","1,337.86","1,330.04","3.48B","0.68%"
"04/10/2018","1,323.96","1,302.55","1,326.81","1,300.93","3.51B","1.61%"
"04/09/2018","1,303.03","1,286.28","1,303.03","1,285.54","3.22B","1.39%"
"04/06/2018","1,285.11","1,287.07","1,288.78","1,282.02","2.48B","-0.12%"
"04/05/2018","1,286.62","1,289.95","1,293.87","1,285.05","2.83B","0.52%"
"04/04/2018","1,279.99","1,300.94","1,302.34","1,274.91","3.45B","-1.37%"
"04/03/2018","1,297.72","1,293.38","1,300.00","1,290.43","3.16B","-0.24%"
"04/02/2018","1,300.87","1,288.15","1,300.87","1,281.14","2.94B","1.10%"
"03/29/2018","1,286.66","1,280.76","1,286.66","1,267.20","2.88B","0.73%"
"03/28/2018","1,277.31","1,290.60","1,291.06","1,271.63","2.69B","-1.32%"
"03/27/2018","1,294.34","1,304.92","1,311.40","1,288.98","3.02B","0.14%"
"03/26/2018","1,292.52","1,287.66","1,293.96","1,284.46","2.79B","-0.29%"
"03/23/2018","1,296.27","1,275.93","1,296.27","1,263.57","3.29B","-0.83%"
"03/22/2018","1,307.15","1,326.05","1,329.57","1,305.77","3.39B","-1.04%"
"03/21/2018","1,320.89","1,309.58","1,321.70","1,309.44","4.52B","1.21%"
"03/20/2018","1,305.11","1,310.01","1,311.39","1,296.28","3.79B","-0.84%"
"03/19/2018","1,316.20","1,320.38","1,321.37","1,310.88","4.10B","-0.11%"
"03/16/2018","1,317.59","1,321.21","1,322.45","1,298.82","5.74B","-0.24%"
"03/15/2018","1,320.81","1,332.99","1,334.46","1,320.31","4.17B","-1.23%"
"03/14/2018","1,337.21","1,343.42","1,343.88","1,331.00","4.13B","-0.50%"
"03/13/2018","1,343.95","1,365.49","1,366.32","1,340.42","4.75B","-1.64%"
"03/12/2018","1,366.36","1,357.53","1,366.36","1,356.44","4.31B","1.17%"
"03/09/2018","1,350.53","1,355.02","1,357.25","1,337.17","4.05B","-0.23%"
"03/08/2018","1,353.63","1,347.10","1,354.91","1,337.00","5.38B","1.34%"
"03/07/2018","1,335.67","1,367.69","1,371.83","1,330.95","6.66B","-2.32%"
"03/06/2018","1,367.46","1,388.08","1,390.70","1,365.60","4.49B","-0.97%"
"03/05/2018","1,380.92","1,393.88","1,396.10","1,379.62","4.40B","-0.70%"
"03/02/2018","1,390.60","1,394.03","1,394.03","1,383.98","4.68B","-0.41%"
"03/01/2018","1,396.28","1,396.79","1,403.14","1,394.39","5.84B","0.12%"
"02/28/2018","1,394.61","1,395.58","1,398.16","1,386.44","5.82B","-0.13%"
"02/27/2018","1,396.41","1,388.63","1,396.41","1,386.60","7.07B","0.93%"
"02/26/2018","1,383.51","1,400.79","1,402.83","1,383.51","5.62B","-1.32%"
"02/23/2018","1,401.98","1,400.35","1,412.58","1,400.35","5.75B","0.42%"
"02/22/2018","1,396.18","1,410.14","1,410.79","1,394.72","5.99B","-0.93%"
"02/21/2018","1,409.35","1,410.53","1,414.81","1,401.81","8.95B","-0.34%"
"02/20/2018","1,414.22","1,420.94","1,421.95","1,404.48","8.90B","-0.51%"
"02/19/2018","1,421.50","1,402.60","1,421.50","1,401.75","7.17B","1.72%"
"02/15/2018","1,397.44","1,404.45","1,406.37","1,395.51","5.27B","-0.09%"
"02/14/2018","1,398.66","1,394.65","1,399.87","1,392.80","4.56B","0.27%"
"02/13/2018","1,394.94","1,386.30","1,399.14","1,386.21","6.47B","1.05%"
"02/12/2018","1,380.50","1,379.15","1,383.77","1,375.95","7.44B","0.15%"
"02/09/2018","1,378.47","1,372.87","1,378.47","1,366.48","5.12B","-0.63%"
"02/08/2018","1,387.23","1,387.09","1,389.02","1,380.28","6.57B","0.18%"
"02/07/2018","1,384.73","1,384.08","1,396.75","1,379.09","6.93B","0.97%"
"02/06/2018","1,371.42","1,371.78","1,378.60","1,358.22","8.67B","-1.66%"
"02/05/2018","1,394.53","1,383.39","1,400.34","1,375.48","5.43B","-0.59%"
"02/02/2018","1,402.82","1,406.06","1,409.42","1,401.23","4.76B","0.53%"
"02/01/2018","1,395.37","1,402.16","1,410.10","1,395.37","8.09B","-0.11%"
"01/31/2018","1,396.85","1,383.44","1,404.16","1,376.55","5.11B","0.43%"
"01/30/2018","1,390.88","1,414.57","1,415.53","1,383.18","5.50B","-1.93%"
"01/29/2018","1,418.29","1,418.49","1,421.07","1,406.81","5.64B","0.22%"
"01/26/2018","1,415.15","1,404.63","1,419.42","1,404.49","5.55B","0.76%"
"01/25/2018","1,404.42","1,409.77","1,411.38","1,396.00","6.63B","-0.11%"
"01/24/2018","1,406.02","1,412.58","1,413.61","1,399.65","6.97B","-0.46%"
"01/23/2018","1,412.47","1,387.68","1,412.47","1,387.42","4.85B","2.53%"
"01/22/2018","1,377.55","1,377.54","1,385.92","1,373.71","4.15B","0.09%"
"01/19/2018","1,376.33","1,376.89","1,377.23","1,364.91","3.12B","0.18%"
"01/18/2018","1,373.88","1,370.78","1,377.46","1,368.84","4.77B","0.47%"
"01/17/2018","1,367.43","1,364.89","1,369.68","1,361.45","4.93B","0.19%"
"01/16/2018","1,364.87","1,354.03","1,364.87","1,352.62","4.33B","0.88%"
"01/15/2018","1,352.95","1,352.74","1,355.29","1,347.67","2.81B","0.20%"
"01/12/2018","1,350.30","1,354.85","1,359.02","1,347.51","3.40B","-0.23%"
"01/11/2018","1,353.46","1,351.46","1,353.46","1,342.75","4.45B","0.23%"
"01/10/2018","1,350.42","1,353.34","1,360.48","1,346.10","4.40B","-0.06%"
"01/09/2018","1,351.24","1,355.67","1,357.31","1,345.71","4.39B","-0.16%"
"01/08/2018","1,353.38","1,345.57","1,353.38","1,344.25","3.96B","0.59%"
"01/05/2018","1,345.40","1,325.93","1,345.40","1,325.65","3.81B","1.20%"
"01/04/2018","1,329.40","1,319.54","1,329.40","1,313.85","3.14B","0.88%"
"01/03/2018","1,317.85","1,341.62","1,341.81","1,310.17","2.71B","-1.73%"
"01/02/2018","1,341.07","1,346.24","1,368.96","1,337.98","2.62B","-0.17%"
"12/29/2017","1,343.42","1,336.79","1,348.96","1,335.45","3.14B","0.73%"
"12/28/2017","1,333.66","1,327.27","1,333.66","1,320.41","3.00B","0.59%"
"12/27/2017","1,325.84","1,310.27","1,325.84","1,310.27","2.22B","1.05%"
"12/22/2017","1,312.10","1,301.60","1,312.10","1,298.83","2.33B","0.77%"
"12/21/2017","1,302.01","1,288.35","1,303.02","1,287.45","3.20B","1.49%"
"12/20/2017","1,282.93","1,299.35","1,299.62","1,278.55","3.92B","-1.31%"
"12/19/2017","1,299.91","1,286.71","1,301.97","1,285.51","3.83B","0.58%"
"12/18/2017","1,292.35","1,285.70","1,292.35","1,278.54","3.21B","0.35%"
"12/15/2017","1,287.79","1,284.49","1,287.79","1,278.58","3.77B","-0.05%"
"12/14/2017","1,288.49","1,277.62","1,289.84","1,276.33","4.90B","1.08%"
"12/13/2017","1,274.73","1,267.96","1,274.84","1,266.04","3.64B","0.43%"
"12/12/2017","1,269.29","1,270.22","1,270.92","1,264.86","3.88B","0.18%"
"12/11/2017","1,267.04","1,270.23","1,272.43","1,266.11","3.97B","0.01%"
"12/08/2017","1,266.89","1,263.66","1,269.07","1,262.53","3.00B","0.49%"
"12/07/2017","1,260.66","1,265.07","1,266.85","1,260.66","3.03B","-0.42%"
"12/06/2017","1,266.00","1,257.36","1,268.88","1,256.92","3.24B","0.73%"
"12/05/2017","1,256.81","1,260.77","1,264.46","1,252.77","4.20B","0.18%"
"12/04/2017","1,254.60","1,256.89","1,264.53","1,252.24","4.28B","1.16%"
"11/30/2017","1,240.20","1,268.16","1,269.60","1,240.20","6.98B","-2.38%"
"11/29/2017","1,270.40","1,273.32","1,275.09","1,267.12","4.09B","-0.32%"
"11/28/2017","1,274.48","1,268.10","1,274.48","1,260.52","3.95B","0.30%"
"11/27/2017","1,270.66","1,267.99","1,271.19","1,262.16","3.38B","0.05%"
"11/24/2017","1,269.99","1,268.60","1,271.79","1,260.23","2.76B","0.14%"
"11/23/2017","1,268.21","1,272.71","1,274.90","1,267.09","3.04B","-0.11%"
"11/22/2017","1,269.58","1,262.67","1,270.28","1,262.59","4.44B","0.70%"
"11/21/2017","1,260.73","1,267.96","1,271.68","1,255.67","3.42B","-0.38%"
"11/20/2017","1,265.55","1,269.43","1,278.41","1,265.55","3.26B","0.01%"
"11/17/2017","1,265.39","1,265.43","1,276.49","1,264.73","3.34B","0.31%"
"11/16/2017","1,261.50","1,247.53","1,266.60","1,247.28","3.58B","1.41%"
"11/15/2017","1,243.95","1,251.38","1,254.92","1,243.95","4.99B","-0.30%"
"11/14/2017","1,247.71","1,256.15","1,260.93","1,247.71","4.60B","-0.72%"
"11/13/2017","1,256.78","1,256.89","1,262.26","1,254.94","3.37B","-0.03%"
"11/10/2017","1,257.18","1,262.61","1,265.54","1,256.82","3.73B","-0.39%"
"11/09/2017","1,262.12","1,265.82","1,269.65","1,261.68","4.03B","-0.16%"
"11/08/2017","1,264.16","1,264.03","1,268.44","1,260.33","3.95B","-0.15%"
"11/07/2017","1,266.04","1,264.08","1,266.93","1,261.72","3.05B","0.26%"
"11/06/2017","1,262.75","1,258.48","1,266.79","1,257.41","4.03B","0.17%"
"11/03/2017","1,260.64","1,260.35","1,262.44","1,247.34","2.78B","0.32%"
"11/02/2017","1,256.66","1,259.79","1,269.29","1,256.66","4.00B","0.05%"
"11/01/2017","1,256.05","1,250.21","1,256.05","1,247.43","3.95B","0.71%"
"10/31/2017","1,247.18","1,255.44","1,255.50","1,243.82","3.25B","0.64%"
"10/30/2017","1,239.21","1,243.63","1,247.82","1,238.46","3.95B","-0.03%"
"10/27/2017","1,239.62","1,247.38","1,253.00","1,239.05","3.15B","-0.57%"
"10/26/2017","1,246.75","1,248.39","1,255.28","1,246.75","3.56B","-0.29%"
