"Date","Price","Open","High","Low","Vol.","Change %"
"09/24/2014","1,127.76","1,133.26","1,137.70","1,127.76","2.82B","-0.44%"
"09/23/2014","1,132.70","1,136.02","1,136.16","1,132.33","2.39B","-0.74%"
"09/22/2014","1,141.09","1,138.93","1,142.42","1,137.15","2.19B","-0.02%"
"09/19/2014","1,141.27","1,138.53","1,147.48","1,136.99","3.08B","0.45%"
"09/18/2014","1,136.18","1,130.69","1,138.21","1,129.72","2.25B","0.69%"
"09/17/2014","1,128.36","1,122.06","1,131.23","1,121.55","2.84B","1.30%"
"09/16/2014","1,113.93","1,119.56","1,121.04","1,113.93","2.18B","-0.33%"
"09/15/2014","1,117.61","1,109.62","1,118.89","1,109.50","2.27B","0.07%"
"09/13/2014","1,116.84","1,116.84","1,116.84","1,116.84","","0.00%"
"09/12/2014","1,116.84","1,115.68","1,121.58","1,113.06","2.16B","0.16%"
"09/11/2014","1,115.09","1,121.34","1,128.49","1,115.09","3.26B","-0.45%"
"09/10/2014","1,120.17","1,131.48","1,131.48","1,117.05","3.19B","-1.17%"
"09/09/2014","1,133.43","1,145.66","1,146.59","1,132.95","3.05B","-1.00%"
"09/08/2014","1,144.92","1,144.45","1,149.13","1,143.93","2.25B","0.64%"
"09/05/2014","1,137.67","1,134.03","1,139.97","1,132.88","2.40B","0.20%"
"09/04/2014","1,135.43","1,141.65","1,143.58","1,133.76","2.43B","-0.52%"
"09/03/2014","1,141.32","1,136.76","1,142.09","1,136.76","2.52B","0.52%"
"09/02/2014","1,135.47","1,128.95","1,135.91","1,128.95","2.32B","0.62%"
"09/01/2014","1,128.46","1,122.94","1,129.01","1,122.35","2.12B","1.08%"
"08/31/2014","1,116.39","1,116.39","1,116.39","1,116.39","","0.00%"
"08/29/2014","1,116.39","1,129.43","1,133.27","1,116.39","2.41B","-1.38%"
"08/28/2014","1,132.05","1,128.23","1,134.79","1,127.89","2.72B","0.36%"
"08/27/2014","1,127.95","1,121.98","1,129.08","1,121.98","2.27B","0.49%"
"08/26/2014","1,122.43","1,134.38","1,135.47","1,122.02","2.76B","-0.90%"
"08/25/2014","1,132.59","1,134.99","1,136.49","1,130.42","2.06B","-0.32%"
"08/22/2014","1,136.24","1,141.93","1,143.88","1,133.68","2.46B","-0.26%"
"08/21/2014","1,139.18","1,135.11","1,139.39","1,126.11","2.36B","0.36%"
"08/20/2014","1,135.11","1,129.10","1,135.36","1,128.94","2.33B","0.59%"
"08/19/2014","1,128.41","1,132.40","1,134.00","1,127.99","2.42B","0.02%"
"08/18/2014","1,128.20","1,128.15","1,131.08","1,126.39","2.05B","0.14%"
"08/15/2014","1,126.61","1,129.40","1,130.64","1,126.03","1.91B","-0.25%"
"08/14/2014","1,129.39","1,133.99","1,135.58","1,123.41","2.47B","-0.35%"
"08/13/2014","1,133.37","1,124.99","1,133.37","1,124.12","2.55B","0.87%"
"08/12/2014","1,123.62","1,123.89","1,127.43","1,123.00","2.94B","0.38%"
"08/11/2014","1,119.38","1,113.98","1,119.38","1,112.97","2.19B","1.44%"
"08/10/2014","1,103.47","1,103.47","1,103.47","1,103.47","","0.00%"
"08/08/2014","1,103.47","1,107.39","1,109.69","1,102.90","1.92B","-0.33%"
"08/07/2014","1,107.10","1,104.12","1,108.57","1,101.58","2.62B","0.11%"
"08/06/2014","1,105.86","1,112.15","1,113.31","1,104.87","2.30B","-1.25%"
"08/05/2014","1,119.89","1,123.44","1,123.93","1,116.29","2.96B","-0.22%"
"08/04/2014","1,122.35","1,108.45","1,122.35","1,101.29","2.95B","0.93%"
"08/02/2014","1,112.02","1,112.02","1,112.02","1,112.02","","0.00%"
"07/27/2014","1,112.02","1,112.02","1,112.02","1,112.02","","0.00%"
"07/25/2014","1,112.02","1,117.70","1,119.14","1,105.25","2.66B","-0.36%"
"07/24/2014","1,116.03","1,119.49","1,121.75","1,110.82","2.38B","0.12%"
"07/23/2014","1,114.74","1,120.35","1,126.79","1,113.07","2.89B","0.04%"
"07/22/2014","1,114.31","1,129.17","1,132.66","1,095.61","3.91B","-0.95%"
"07/21/2014","1,124.96","1,121.42","1,126.58","1,121.27","3.46B","0.84%"
"07/20/2014","1,115.63","1,115.63","1,115.63","1,115.63","","0.00%"
"07/18/2014","1,115.63","1,103.84","1,119.93","1,101.58","2.52B","0.49%"
"07/17/2014","1,110.16","1,125.63","1,127.79","1,101.73","3.03B","-1.01%"
"07/16/2014","1,121.50","1,111.38","1,126.88","1,111.38","4.15B","1.05%"
"07/15/2014","1,109.84","1,099.84","1,109.84","1,099.84","2.65B","1.22%"
"07/14/2014","1,096.47","1,101.63","1,103.17","1,090.48","2.06B","-0.24%"
"07/12/2014","1,099.15","1,099.15","1,099.15","1,099.15","","0.00%"
"07/11/2014","1,099.15","1,110.41","1,111.67","1,092.26","2.62B","-1.64%"
"07/10/2014","1,117.45","1,121.86","1,136.90","1,111.47","6.17B","1.79%"
"07/09/2014","1,097.81","1,097.81","1,097.81","1,097.81","","0.00%"
"07/08/2014","1,097.81","1,092.20","1,103.86","1,092.11","4.20B","1.02%"
"07/07/2014","1,086.70","1,067.85","1,086.70","1,066.97","3.89B","2.20%"
"07/04/2014","1,063.35","1,057.80","1,066.98","1,057.80","2.57B","0.41%"
"07/03/2014","1,059.01","1,064.11","1,064.74","1,059.01","2.22B","-0.55%"
"07/02/2014","1,064.83","1,058.28","1,064.83","1,056.70","1.82B","0.70%"
"07/01/2014","1,057.43","1,055.47","1,057.43","1,051.35","2.07B","0.16%"
"06/30/2014","1,055.73","1,047.43","1,056.39","1,046.83","2.49B","0.85%"
"06/27/2014","1,046.84","1,052.33","1,054.16","1,044.38","2.27B","-0.74%"
"06/26/2014","1,054.66","1,047.70","1,054.66","1,047.45","2.40B","0.88%"
"06/25/2014","1,045.44","1,051.31","1,054.69","1,045.44","2.09B","-0.62%"
"06/24/2014","1,051.97","1,049.90","1,054.49","1,049.90","2.03B","0.34%"
"06/23/2014","1,048.40","1,052.61","1,055.21","1,048.40","2.14B","-0.13%"
"06/20/2014","1,049.72","1,055.79","1,058.09","1,049.72","1.84B","-0.29%"
"06/19/2014","1,052.77","1,062.29","1,063.23","1,051.65","2.13B","-0.68%"
"06/18/2014","1,060.00","1,064.89","1,064.93","1,058.54","2.06B","-0.54%"
"06/17/2014","1,065.73","1,059.40","1,065.73","1,056.67","1.94B","0.71%"
"06/16/2014","1,058.20","1,068.59","1,069.96","1,057.55","1.99B","-1.04%"
"06/13/2014","1,069.32","1,069.41","1,070.71","1,067.02","1.71B","-0.19%"
"06/12/2014","1,071.39","1,078.31","1,079.03","1,067.74","2.11B","-0.87%"
"06/11/2014","1,080.80","1,074.52","1,080.80","1,072.90","2.21B","0.50%"
"06/10/2014","1,075.47","1,061.17","1,075.47","1,061.17","1.98B","1.58%"
"06/09/2014","1,058.74","1,074.44","1,075.20","1,056.15","2.35B","-1.24%"
"06/06/2014","1,072.00","1,069.76","1,076.86","1,069.70","1.94B","0.10%"
"06/05/2014","1,070.90","1,070.36","1,071.78","1,065.29","1.94B","0.05%"
"06/04/2014","1,070.39","1,071.45","1,075.60","1,068.14","1.96B","-0.34%"
"06/03/2014","1,074.00","1,068.21","1,074.00","1,060.75","2.20B","0.75%"
"06/02/2014","1,065.96","1,063.77","1,065.96","1,056.27","2.29B","0.39%"
"05/30/2014","1,061.77","1,091.82","1,092.06","1,061.77","3.13B","-2.47%"
"05/28/2014","1,088.68","1,083.30","1,090.02","1,082.84","2.04B","0.38%"
"05/26/2014","1,084.53","1,090.32","1,090.60","1,083.76","1.71B","-0.23%"
"05/25/2014","1,087.04","1,087.04","1,087.04","1,087.04","","0.00%"
"05/23/2014","1,087.04","1,087.78","1,088.63","1,083.43","2.07B","0.03%"
"05/22/2014","1,086.75","1,076.68","1,087.59","1,074.46","2.69B","1.49%"
"05/21/2014","1,070.75","1,064.29","1,071.52","1,059.89","2.42B","0.33%"
"05/20/2014","1,067.24","1,096.45","1,096.73","1,059.27","3.22B","-2.80%"
"05/19/2014","1,097.96","1,107.26","1,116.83","1,088.06","3.49B","-0.30%"
"05/16/2014","1,101.21","1,088.08","1,101.21","1,086.35","3.10B","0.99%"
"05/14/2014","1,090.43","1,075.88","1,090.43","1,075.34","3.50B","1.80%"
"05/13/2014","1,071.13","1,076.54","1,078.21","1,067.20","2.57B","0.04%"
"05/12/2014","1,070.72","1,068.30","1,074.40","1,067.95","2.90B","0.48%"
"05/09/2014","1,065.60","1,059.24","1,065.60","1,058.12","2.72B","0.72%"
"05/08/2014","1,057.94","1,060.26","1,062.38","1,052.81","2.24B","0.23%"
"05/07/2014","1,055.55","1,048.93","1,055.79","1,047.48","2.41B","0.60%"
"05/06/2014","1,049.26","1,052.12","1,054.38","1,048.32","1.84B","-0.19%"
"05/05/2014","1,051.29","1,050.94","1,054.97","1,050.45","1.93B","0.13%"
"05/02/2014","1,049.88","1,051.20","1,055.51","1,049.65","2.38B","0.01%"
"04/30/2014","1,049.74","1,050.41","1,053.13","1,047.55","2.61B","0.33%"
"04/29/2014","1,046.31","1,045.15","1,047.86","1,041.67","2.52B","-0.11%"
"04/28/2014","1,047.47","1,066.31","1,067.97","1,047.47","2.52B","-1.81%"
"04/25/2014","1,066.82","1,066.73","1,072.63","1,066.05","2.78B","0.07%"
"04/24/2014","1,066.08","1,066.01","1,071.95","1,063.38","2.70B","-0.03%"
"04/23/2014","1,066.42","1,066.47","1,072.59","1,065.01","2.87B","-0.15%"
"04/22/2014","1,068.00","1,065.51","1,068.00","1,057.37","2.34B","0.17%"
"04/21/2014","1,066.19","1,071.09","1,071.67","1,065.15","1.67B","-0.05%"
"04/17/2014","1,066.74","1,066.58","1,068.77","1,062.61","2.22B","0.66%"
"04/16/2014","1,059.77","1,062.86","1,065.71","1,059.76","2.73B","0.06%"
"04/15/2014","1,059.12","1,060.89","1,066.27","1,057.23","3.14B","0.03%"
"04/14/2014","1,058.80","1,046.39","1,060.82","1,046.39","3.05B","1.08%"
"04/11/2014","1,047.50","1,024.72","1,047.50","1,021.47","3.11B","1.35%"
"04/10/2014","1,033.57","1,049.02","1,049.02","1,027.41","5.45B","-3.85%"
"04/09/2014","1,074.92","1,074.97","1,077.17","1,071.32","","0.00%"
"04/08/2014","1,074.92","1,074.97","1,077.17","1,071.32","3.04B","0.04%"
"04/07/2014","1,074.53","1,056.39","1,076.95","1,055.55","3.23B","1.66%"
"04/04/2014","1,056.97","1,067.39","1,068.60","1,052.28","2.75B","-0.90%"
"04/03/2014","1,066.55","1,062.82","1,067.86","1,062.23","3.02B","0.54%"
"04/02/2014","1,060.82","1,062.62","1,068.76","1,057.47","3.48B","-0.05%"
"04/01/2014","1,061.38","1,039.40","1,061.38","1,038.71","3.61B","2.89%"
"03/28/2014","1,031.57","1,025.43","1,033.93","1,025.19","3.00B","1.00%"
"03/27/2014","1,021.34","1,021.89","1,031.75","1,020.90","2.46B","-0.24%"
"03/26/2014","1,023.78","1,018.72","1,029.08","1,018.61","2.37B","0.64%"
"03/25/2014","1,017.27","1,018.33","1,020.13","1,015.63","2.30B","-0.49%"
"03/24/2014","1,022.31","1,021.17","1,024.88","1,016.22","2.26B","0.44%"
"03/21/2014","1,017.83","1,021.29","1,027.95","1,008.00","3.14B","-0.02%"
"03/20/2014","1,018.05","1,046.98","1,047.30","1,016.50","3.74B","-3.12%"
"03/19/2014","1,050.83","1,050.29","1,055.55","1,049.59","3.24B","0.37%"
"03/18/2014","1,046.95","1,065.28","1,069.38","1,045.51","3.87B","-1.66%"
"03/17/2014","1,064.62","1,067.89","1,071.96","1,055.89","5.51B","-0.08%"
"03/14/2014","1,065.45","1,014.96","1,065.45","1,010.90","4.35B","4.04%"
"03/13/2014","1,024.04","1,016.11","1,024.04","1,015.36","3.68B","1.07%"
"03/12/2014","1,013.15","1,011.68","1,016.50","1,008.08","4.12B","-0.50%"
"03/11/2014","1,018.28","1,011.40","1,018.36","1,011.15","3.86B","0.57%"
"03/10/2014","1,012.48","1,008.91","1,015.30","1,005.83","2.80B","-0.22%"
"03/09/2014","1,014.70","1,014.70","1,014.70","1,014.70","","0.00%"
"03/07/2014","1,014.70","1,019.13","1,020.85","1,014.00","3.39B","-0.09%"
"03/06/2014","1,015.61","1,010.87","1,015.61","1,007.70","3.70B","0.71%"
"03/05/2014","1,008.45","1,000.89","1,008.83","1,000.77","3.01B","1.32%"
"03/04/2014","995.32","990.10","995.86","987.65","2.70B","0.45%"
"03/03/2014","990.91","991.21","991.71","987.16","2.24B","-0.89%"
"02/28/2014","999.80","989.00","999.80","988.29","2.62B","1.45%"
"02/27/2014","985.50","977.59","988.14","976.09","2.39B","0.84%"
"02/26/2014","977.25","984.22","986.62","974.88","2.75B","-1.13%"
"02/25/2014","988.37","1,003.11","1,006.70","986.47","2.50B","-1.34%"
"02/24/2014","1,001.81","1,009.63","1,012.61","1,001.64","2.52B","-0.59%"
"02/21/2014","1,007.77","1,001.04","1,008.94","1,000.66","3.09B","1.15%"
"02/20/2014","996.36","991.69","996.36","989.82","2.76B","0.21%"
"02/19/2014","994.24","986.85","994.24","986.81","3.04B","0.84%"
"02/18/2014","985.92","987.13","990.16","984.46","3.35B","-0.02%"
"02/17/2014","986.12","978.32","987.78","978.32","3.75B","1.28%"
"02/14/2014","973.69","973.14","974.88","971.42","2.41B","0.43%"
"02/13/2014","969.49","970.35","971.98","968.23","2.36B","-0.17%"
"02/12/2014","971.10","969.90","972.98","966.78","3.37B","0.69%"
"02/11/2014","964.46","960.12","966.26","959.62","3.25B","0.55%"
"02/10/2014","959.20","968.46","972.74","959.20","3.02B","-0.41%"
"02/07/2014","963.18","956.98","965.67","956.66","3.05B","1.15%"
"02/06/2014","952.20","942.03","952.20","941.65","2.63B","1.15%"
"02/05/2014","941.41","939.88","943.15","936.15","2.17B","0.94%"
"02/04/2014","932.65","927.21","937.33","923.68","1.85B","-0.94%"
"02/03/2014","941.51","945.72","946.90","937.91","1.82B","-0.79%"
"01/30/2014","949.02","935.80","949.02","930.94","1.90B","-0.04%"
"01/29/2014","949.41","934.67","954.34","934.67","2.06B","2.01%"
"01/28/2014","930.69","922.55","934.35","917.79","1.82B","0.54%"
"01/27/2014","925.67","933.19","933.93","914.86","1.96B","-3.12%"
"01/24/2014","955.47","966.21","966.55","955.47","1.69B","-1.59%"
"01/23/2014","970.87","971.28","975.29","968.10","2.24B","0.48%"
"01/22/2014","966.26","957.68","966.26","955.42","2.25B","0.68%"
"01/21/2014","959.71","957.48","961.23","956.26","2.34B","0.55%"
"01/20/2014","954.46","949.09","956.48","948.65","1.74B","0.44%"
"01/17/2014","950.26","949.55","955.21","944.85","1.92B","-0.05%"
"01/16/2014","950.71","962.50","963.06","950.58","2.37B","-0.82%"
"01/15/2014","958.60","948.68","964.17","947.45","3.59B","1.39%"
"01/13/2014","945.43","920.63","946.68","920.11","3.65B","3.93%"
"01/10/2014","909.66","894.32","914.43","892.80","2.01B","1.57%"
"01/09/2014","895.58","895.60","900.49","892.80","1.87B","-0.02%"
"01/08/2014","895.78","891.82","897.16","885.42","1.57B","0.69%"
"01/07/2014","889.66","897.13","898.55","889.66","1.65B","-0.72%"
"01/06/2014","896.15","908.79","909.88","892.01","1.35B","-1.33%"
"01/03/2014","908.25","916.72","917.02","904.70","1.50B","-1.81%"
"01/02/2014","924.99","915.76","924.99","913.91","1.43B","1.64%"
"01/01/2014","910.09","904.98","910.62","902.42","","0.00%"
"12/30/2013","910.09","904.98","910.62","902.42","1.45B","1.42%"
"12/27/2013","897.31","899.01","905.46","897.31","1.29B","0.03%"
"12/24/2013","897.08","894.96","898.44","889.28","1.20B","0.45%"
"12/23/2013","893.04","895.83","897.52","884.15","1.43B","-0.12%"
"12/20/2013","894.09","902.67","903.07","891.00","1.95B","-1.05%"
"12/19/2013","903.55","903.49","910.96","898.07","1.99B","1.00%"
"12/18/2013","894.62","893.28","898.96","888.35","1.98B","0.43%"
"12/17/2013","890.79","882.36","895.30","882.36","2.63B","1.66%"
"12/16/2013","876.23","884.00","884.75","872.39","2.58B","-1.41%"
"12/13/2013","888.77","899.43","899.54","886.55","1.68B","-1.14%"
"12/12/2013","899.02","906.06","908.93","899.02","2.00B","-1.77%"
"12/11/2013","915.22","915.21","917.36","905.68","2.22B","-0.05%"
"12/10/2013","915.71","902.22","916.46","901.13","2.59B","1.81%"
"12/09/2013","899.42","898.77","903.73","893.69","1.88B","0.99%"
"12/06/2013","890.60","895.89","896.51","886.14","2.09B","-1.04%"
